t,agent_x,agent_y,goal_x,goal_y,subgoal_x,subgoal_y,waypoint_x,waypoint_y,new_high_command
113,13.539637344163925,-0.8711485254996046,0.0,32.0,-3.999998092651367,15.12043285369873,15.0,-1.0,0
114,13.808815748992336,-0.8926965127729897,0.0,32.0,-3.999998092651367,15.12043285369873,15.0,-1.0,0
115,14.03443157735618,-0.899770091590939,0.0,32.0,-3.999998092651367,15.12043285369873,15.0,-1.0,0
116,14.246083486380341,-0.888763045234472,0.0,32.0,-3.999998092651367,15.12043285369873,15.0,-1.0,0
117,14.38585860079326,-0.8982287623848335,0.0,32.0,-3.999998092651367,15.12043285369873,15.0,-1.0,0
118,14.509359141065172,-0.9057913564606036,0.0,32.0,-3.999998092651367,15.12043285369873,17.0,-1.0,0
119,14.622657572610407,-0.9085108502013841,0.0,32.0,-3.999998092651367,15.12043285369873,17.0,-1.0,0
120,14.739020190017357,-0.8852014254389017,0.0,32.0,-3.999998092651367,15.12043285369873,17.0,-1.0,0
121,14.886068898338815,-0.7773695258641735,0.0,32.0,-3.999998092651367,15.12043285369873,17.0,-1.0,0
122,15.079015065556735,-0.7045426422778648,0.0,32.0,-3.999998092651367,15.12043285369873,17.0,-1.0,0
123,15.255132150240657,-0.6435695977406051,0.0,32.0,-3.999998092651367,15.12043285369873,17.0,-1.0,0
124,15.413769453013526,-0.6146046440806281,0.0,32.0,-3.999998092651367,15.12043285369873,17.0,-1.0,0
125,15.56058315826317,-0.6222761899582117,0.0,32.0,-3.999998092651367,15.12043285369873,17.0,-1.0,0
126,15.711254732144202,-0.6948817503840374,0.0,32.0,-3.999998092651367,15.12043285369873,17.0,-1.0,0
127,15.864340068229485,-0.7287132881584247,0.0,32.0,-3.999998092651367,15.12043285369873,17.0,-1.0,0
128,16.022399951668053,-0.6560017748215733,0.0,32.0,-3.999998092651367,15.12043285369873,17.0,-1.0,0
129,16.236221627932434,-0.5835503005299469,0.0,32.0,-3.999998092651367,15.12043285369873,17.0,-1.0,0
130,16.508589514631662,-0.598477994931251,0.0,32.0,-3.999998092651367,15.12043285369873,17.0,-1.0,0
131,16.762636326847623,-0.6455982569884291,0.0,32.0,-3.999998092651367,15.12043285369873,19.0,-1.0,0
132,16.930791850917053,-0.668540806497023,0.0,32.0,-3.999998092651367,15.12043285369873,19.0,-1.0,0
133,17.01799083255751,-0.6233653166576922,0.0,32.0,-3.999998092651367,15.12043285369873,19.0,-1.0,0
134,17.10641876783154,-0.5492116693260845,0.0,32.0,-3.999998092651367,15.12043285369873,19.0,-1.0,0
135,17.226725930313716,-0.5129955533964827,0.0,32.0,-3.999998092651367,15.12043285369873,19.0,-1.0,0
136,17.37352920212022,-0.6380822675512492,0.0,32.0,-3.999998092651367,15.12043285369873,19.0,-1.0,0
137,17.54214410897251,-0.7862363591747409,0.0,32.0,-3.999998092651367,15.12043285369873,19.0,-1.0,0
138,17.71832485979501,-0.9071463015567325,0.0,32.0,-3.999998092651367,15.12043285369873,19.0,-1.0,0
139,17.866447255037006,-0.9727357119500645,0.0,32.0,-3.999998092651367,15.12043285369873,19.0,-1.0,0
140,17.951129628625402,-0.8926053576428612,0.0,32.0,-3.999998092651367,15.12043285369873,19.0,-1.0,0
141,18.054951365617086,-0.7599513063563604,0.0,32.0,-3.999998092651367,15.12043285369873,19.0,-1.0,0
142,18.187398461789943,-0.6896166685057161,0.0,32.0,-3.999998092651367,15.12043285369873,19.0,-1.0,0
143,18.320629011916896,-0.66867627060237,0.0,32.0,-3.999998092651367,15.12043285369873,19.0,-1.0,0
144,18.44191016372003,-0.7752798343711828,0.0,32.0,-3.999998092651367,15.12043285369873,19.0,-1.0,0
145,18.549160436875944,-0.9194805580770833,0.0,32.0,-3.999998092651367,15.12043285369873,21.0,-1.0,0
