metric,value,total_timesteps,episode,wall_time
Loss_critic_2,0.268468976020813,17943,712,1782108421.8175075
q_targ,-4.975202560424805,17943,712,1782108421.819879
G_Loss_critic_1,0.3172709345817566,17943,712,1782108421.8413196
G_Loss_critic_2,0.3220077455043793,17943,712,1782108421.8443193
G_q_targ,-4.073470115661621,17943,712,1782108421.84584
Loss_actor,4.936448097229004,17943,712,1782108421.8552966
Loss_action_l2,0.9857221841812134,17943,712,1782108421.8573465
Loss_bc,1185.130615234375,17943,712,1782108421.8594012
q_pi,-4.926590442657471,17943,712,1782108421.8609443
TimePerSeqRollout,73.11218929290771,19942,712,1782108494.8929265
Loss_critic_1,0.27665185928344727,19943,713,1782108494.9219415
Loss_critic_2,0.29397130012512207,19943,713,1782108494.9255855
q_targ,-5.547975540161133,19943,713,1782108494.9274192
G_Loss_critic_1,0.3980766534805298,19943,713,1782108494.9441023
G_Loss_critic_2,0.4075435698032379,19943,713,1782108494.9469335
G_q_targ,-4.6104416847229,19943,713,1782108494.9486837
Loss_actor,5.471498489379883,19943,713,1782108494.9547367
Loss_action_l2,0.9850722551345825,19943,713,1782108494.9579504
Loss_bc,1179.410400390625,19943,713,1782108494.9599032
q_pi,-5.461647987365723,19943,713,1782108494.9617913
TimePerSeqRollout,52.112756967544556,21382,713,1782108547.0092335
Loss_critic_1,0.2806078791618347,21383,714,1782108547.0391748
Loss_critic_2,0.31902313232421875,21383,714,1782108547.0412364
q_targ,-6.10610294342041,21383,714,1782108547.0427814
G_Loss_critic_1,0.4880402088165283,21383,714,1782108547.0590312
G_Loss_critic_2,0.46937334537506104,21383,714,1782108547.0624545
G_q_targ,-4.950406074523926,21383,714,1782108547.0639577
Loss_actor,6.069507598876953,21383,714,1782108547.0693748
Loss_action_l2,0.9823266267776489,21383,714,1782108547.0720305
Loss_bc,1156.0770263671875,21383,714,1782108547.0737896
q_pi,-6.059684753417969,21383,714,1782108547.0757787
TimePerSeqRollout,71.48131966590881,23382,714,1782108618.4945228
Loss_critic_1,0.4411543905735016,23383,715,1782108618.5751593
Loss_critic_2,0.44310224056243896,23383,715,1782108618.577781
q_targ,-6.61248779296875,23383,715,1782108618.5798342
G_Loss_critic_1,0.5066632032394409,23383,715,1782108618.5958722
G_Loss_critic_2,0.5145535469055176,23383,715,1782108618.5988333
G_q_targ,-5.0705156326293945,23383,715,1782108618.6008554
Loss_actor,6.528679370880127,23383,715,1782108618.6066566
Loss_action_l2,0.9859939813613892,23383,715,1782108618.6096873
Loss_bc,1170.499267578125,23383,715,1782108618.6109817
q_pi,-6.5188188552856445,23383,715,1782108618.6129148
TimePerSeqRollout,71.83519959449768,25382,715,1782108690.3344223
has_key_rate_train,0.0,25382,715,1782108690.3379223
has_key_rate_exp,0.0,25382,715,1782108690.3410563
TimePerSeqRolloutTotal,945.8975057601929,25382,715,1782108690.3441463
TrainLowReward,-0.001500150072388351,25382,715,1782108690.3472435
TrainHighRewardMax,0.0,25382,715,1782108690.3505247
TrainGoalDist,0.0496756793362631,25382,715,1782108690.3535495
Coverage,0.06334841628959276,25382,715,1782108690.3564043
Exploration,0.0,25382,715,1782108690.3596053
Epsilon,0.995,25382,715,1782108690.3623972
Train_Success_Rate,0.0,25382,715,1782108690.3652024
env_steps,25382.0,25382,715,1782108690.3679116
episode,3.0,25382,715,1782108690.3712022
low_opt_steps,25382.0,25382,715,1782108690.3740911
high_opt_steps,0.0,25382,715,1782108690.3769784
low_replay_fill_ratio,0.572,25382,715,1782108690.3802407
high_replay_fill_ratio0,0.09615384615384616,25382,715,1782108690.382865
high_replay_fill_ratio1,0.0,25382,715,1782108690.3861556
exploration_number,14.0,25382,715,1782108690.3892472
TestEvn_Dist,32.05247003207728,25382,715,1782108719.9031458
success_timestep,2000.0,25382,715,1782108719.906688
has_key_rate_eval,0.0,25382,715,1782108719.910294
Test_Success_Rate,0.0,25382,715,1782108719.9166877
Exp_Success_Rate,0.0,25382,715,1782108719.919946
Loss_critic_1,0.4171904921531677,25383,716,1782108719.9577749
Loss_critic_2,0.41929033398628235,25383,716,1782108719.9601707
q_targ,-6.955540657043457,25383,716,1782108719.9624104
G_Loss_critic_1,0.5613498687744141,25383,716,1782108719.9813912
G_Loss_critic_2,0.5154080390930176,25383,716,1782108719.9838424
G_q_targ,-5.485220432281494,25383,716,1782108719.9859486
Loss_actor,6.846480369567871,25383,716,1782108719.9924896
Loss_action_l2,0.9845156669616699,25383,716,1782108719.9943092
Loss_bc,1212.7919921875,25383,716,1782108719.9958124
q_pi,-6.836635112762451,25383,716,1782108719.9977307
critic_return_high_mean,0.0,25400,716,1782108720.8263125
Loss_critic_1_high,0.15959712862968445,25400,716,1782108720.831849
Loss_critic_2_high,0.010516667738556862,25400,716,1782108720.8342497
gradnorm_critic1_high,9.75500774383545,25400,716,1782108720.8373957
gradnorm_critic2_high,3.0672767162323,25400,716,1782108720.8402023
gradnorm_mean_critic1_high,0.12766601145267487,25400,716,1782108720.8424907
gradnorm_mean_critic2_high,0.12755277752876282,25400,716,1782108720.8456454
q_targ_high,0.0,25400,716,1782108720.8483908
actor_return_high_mean,0.0,25400,716,1782108720.864329
Loss_actor_high,0.3298203945159912,25400,716,1782108720.867357
gradnorm_actor_high,0.015854431316256523,25400,716,1782108720.870392
gradnorm_mean_actor_high,0.0039898669347167015,25400,716,1782108720.8732219
q_pi_high,-0.3298203945159912,25400,716,1782108720.8776524
TimePerSeqRollout,74.28185033798218,27382,716,1782108794.2045035
Loss_critic_1,0.5397660136222839,27383,717,1782108794.2372808
Loss_critic_2,0.5608872771263123,27383,717,1782108794.2395613
q_targ,-7.253485679626465,27383,717,1782108794.24139
G_Loss_critic_1,0.49764710664749146,27383,717,1782108794.2610102
G_Loss_critic_2,0.5750666856765747,27383,717,1782108794.2636206
G_q_targ,-5.8436503410339355,27383,717,1782108794.2654114
Loss_actor,6.783796787261963,27383,717,1782108794.2710962
Loss_action_l2,0.8882418870925903,27383,717,1782108794.273605
Loss_bc,1071.3212890625,27383,717,1782108794.2755167
q_pi,-6.774913787841797,27383,717,1782108794.277192
critic_return_high_mean,0.0,27400,717,1782108794.909144
Loss_critic_1_high,0.00029464694671332836,27400,717,1782108794.9115853
Loss_critic_2_high,0.00011751895362976938,27400,717,1782108794.9133737
gradnorm_critic1_high,0.5112720131874084,27400,717,1782108794.9153445
gradnorm_critic2_high,0.2485489845275879,27400,717,1782108794.916885
gradnorm_mean_critic1_high,0.1272001564502716,27400,717,1782108794.9185174
gradnorm_mean_critic2_high,0.06330642849206924,27400,717,1782108794.9205494
q_targ_high,0.0,27400,717,1782108794.9222634
actor_return_high_mean,0.0,27400,717,1782108794.934641
Loss_actor_high,0.011108668521046638,27400,717,1782108794.9373736
gradnorm_actor_high,0.0024662879295647144,27400,717,1782108794.9395735
gradnorm_mean_actor_high,0.0006123253842815757,27400,717,1782108794.9413362
q_pi_high,-0.011108668521046638,27400,717,1782108794.942879
TimePerSeqRollout,73.52019333839417,29382,717,1782108867.7275767
Loss_critic_1,0.43578749895095825,29383,718,1782108867.760875
Loss_critic_2,0.49251505732536316,29383,718,1782108867.7634175
q_targ,-7.565969944000244,29383,718,1782108867.7654333
G_Loss_critic_1,0.7439134120941162,29383,718,1782108867.7850623
G_Loss_critic_2,0.709365963935852,29383,718,1782108867.786756
G_q_targ,-6.038882255554199,29383,718,1782108867.788828
Loss_actor,7.0464186668396,29383,718,1782108867.7931962
Loss_action_l2,0.9101490378379822,29383,718,1782108867.7963798
Loss_bc,1091.25341796875,29383,718,1782108867.7983122
q_pi,-7.037317276000977,29383,718,1782108867.8000526
critic_return_high_mean,0.0,29400,718,1782108868.4128652
Loss_critic_1_high,6.0791639953095e-06,29400,718,1782108868.4152288
Loss_critic_2_high,1.6998550563585013e-05,29400,718,1782108868.4173295
gradnorm_critic1_high,0.035327136516571045,29400,718,1782108868.4192033
gradnorm_critic2_high,0.020498771220445633,29400,718,1782108868.4209456
gradnorm_mean_critic1_high,0.008982126601040363,29400,718,1782108868.4229689
gradnorm_mean_critic2_high,0.005213016644120216,29400,718,1782108868.4248033
q_targ_high,0.0,29400,718,1782108868.4264538
actor_return_high_mean,0.0,29400,718,1782108868.4403749
Loss_actor_high,-0.0006265465053729713,29400,718,1782108868.4430308
gradnorm_actor_high,0.00741828978061676,29400,718,1782108868.444628
gradnorm_mean_actor_high,0.0018376675434410572,29400,718,1782108868.4469037
q_pi_high,0.0006265465053729713,29400,718,1782108868.4487965
TimePerSeqRollout,74.1720335483551,31382,718,1782108941.903952
Loss_critic_1,0.6084091663360596,31383,719,1782108941.9348497
Loss_critic_2,0.612653911113739,31383,719,1782108941.9367814
q_targ,-7.921772003173828,31383,719,1782108941.9385564
G_Loss_critic_1,0.6324297189712524,31383,719,1782108941.9539113
G_Loss_critic_2,0.6326920390129089,31383,719,1782108941.957104
G_q_targ,-6.203890800476074,31383,719,1782108941.9588485
Loss_actor,7.54226016998291,31383,719,1782108941.966784
Loss_action_l2,0.9192079305648804,31383,719,1782108941.9689407
Loss_bc,1113.361083984375,31383,719,1782108941.9706643
q_pi,-7.53306770324707,31383,719,1782108941.9725862
critic_return_high_mean,0.0,31400,719,1782108942.5963254
Loss_critic_1_high,3.967315024056006e-06,31400,719,1782108942.5986583
Loss_critic_2_high,7.1809290602686815e-06,31400,719,1782108942.60076
gradnorm_critic1_high,0.0098411338403821,31400,719,1782108942.6025002
gradnorm_critic2_high,0.012253006920218468,31400,719,1782108942.604013
gradnorm_mean_critic1_high,0.0025001871399581432,31400,719,1782108942.605678
gradnorm_mean_critic2_high,0.003120646346360445,31400,719,1782108942.6072981
q_targ_high,0.0,31400,719,1782108942.6091504
actor_return_high_mean,0.0,31400,719,1782108942.6192944
Loss_actor_high,0.00022055074805393815,31400,719,1782108942.622124
gradnorm_actor_high,0.011140539310872555,31400,719,1782108942.6239872
gradnorm_mean_actor_high,0.0027619614265859127,31400,719,1782108942.6258786
q_pi_high,-0.00022055074805393815,31400,719,1782108942.6275063
TimePerSeqRollout,74.29959201812744,33382,719,1782109016.2073636
Loss_critic_1,0.5722470283508301,33383,720,1782109016.2367656
Loss_critic_2,0.5421785116195679,33383,720,1782109016.2388668
q_targ,-7.722823143005371,33383,720,1782109016.2410152
G_Loss_critic_1,0.6666295528411865,33383,720,1782109016.2564845
G_Loss_critic_2,0.6306483149528503,33383,720,1782109016.259666
G_q_targ,-5.9452996253967285,33383,720,1782109016.261507
Loss_actor,7.373745918273926,33383,720,1782109016.2704062
Loss_action_l2,0.9218339920043945,33383,720,1782109016.272598
Loss_bc,1107.484130859375,33383,720,1782109016.2742848
q_pi,-7.364527702331543,33383,720,1782109016.276462
critic_return_high_mean,0.0,33400,720,1782109016.9169981
Loss_critic_1_high,4.855912266066298e-06,33400,720,1782109016.9199533
Loss_critic_2_high,4.168662599113304e-06,33400,720,1782109016.921689
gradnorm_critic1_high,0.017019430175423622,33400,720,1782109016.9235592
gradnorm_critic2_high,0.011296376585960388,33400,720,1782109016.9246175
gradnorm_mean_critic1_high,0.004332046955823898,33400,720,1782109016.9261827
gradnorm_mean_critic2_high,0.002878613770008087,33400,720,1782109016.9278376
q_targ_high,0.0,33400,720,1782109016.9299762
actor_return_high_mean,0.0,33400,720,1782109016.9412494
Loss_actor_high,5.829129440826364e-05,33400,720,1782109016.9434345
gradnorm_actor_high,0.010238291695713997,33400,720,1782109016.9452913
gradnorm_mean_actor_high,0.002538044471293688,33400,720,1782109016.9468534
q_pi_high,-5.829129440826364e-05,33400,720,1782109016.9484625
TimePerSeqRollout,74.06808853149414,35382,720,1782109090.2787879
Loss_critic_1,0.5501030087471008,35383,721,1782109090.3133154
Loss_critic_2,0.5437847375869751,35383,721,1782109090.3164186
q_targ,-8.424553871154785,35383,721,1782109090.3184495
G_Loss_critic_1,0.6016504764556885,35383,721,1782109090.3378568
G_Loss_critic_2,0.537453293800354,35383,721,1782109090.3405154
G_q_targ,-6.188389778137207,35383,721,1782109090.3426495
Loss_actor,7.810399055480957,35383,721,1782109090.3475885
Loss_action_l2,0.9055109024047852,35383,721,1782109090.350899
Loss_bc,1086.283447265625,35383,721,1782109090.3526077
q_pi,-7.801344394683838,35383,721,1782109090.3547513
critic_return_high_mean,0.0,35400,721,1782109090.9623551
Loss_critic_1_high,2.821664338625851e-06,35400,721,1782109090.9643357
Loss_critic_2_high,2.472424284860608e-06,35400,721,1782109090.9660559
gradnorm_critic1_high,0.0015781755791977048,35400,721,1782109090.968344
gradnorm_critic2_high,0.0013892337447032332,35400,721,1782109090.9704885
gradnorm_mean_critic1_high,0.0004028677358292043,35400,721,1782109090.9722857
gradnorm_mean_critic2_high,0.000356406148057431,35400,721,1782109090.9741263
q_targ_high,0.0,35400,721,1782109090.975612
actor_return_high_mean,0.0,35400,721,1782109090.9852715
Loss_actor_high,0.00010531985753914341,35400,721,1782109090.9881968
gradnorm_actor_high,0.00796175841242075,35400,721,1782109090.9905047
gradnorm_mean_actor_high,0.0019706678576767445,35400,721,1782109090.9923382
q_pi_high,-0.00010531985753914341,35400,721,1782109090.9940667
TimePerSeqRollout,67.74442720413208,37231,721,1782109158.0265257
Loss_critic_1,0.5173399448394775,37232,722,1782109158.060931
Loss_critic_2,0.5331255793571472,37232,722,1782109158.0632663
q_targ,-7.975505352020264,37232,722,1782109158.0651023
G_Loss_critic_1,0.728340208530426,37232,722,1782109158.0843475
G_Loss_critic_2,0.7216401100158691,37232,722,1782109158.0867145
G_q_targ,-6.131132125854492,37232,722,1782109158.088402
critic_return_high_mean,0.0,37250,722,1782109158.7447827
Loss_critic_1_high,2.5965227905544452e-06,37250,722,1782109158.747073
Loss_critic_2_high,2.2103808987594675e-06,37250,722,1782109158.7489374
gradnorm_critic1_high,0.00760086253285408,37250,722,1782109158.7506552
gradnorm_critic2_high,0.0013728816993534565,37250,722,1782109158.7523386
gradnorm_mean_critic1_high,0.0019356322009116411,37250,722,1782109158.753827
gradnorm_mean_critic2_high,0.0003517445584293455,37250,722,1782109158.7553937
q_targ_high,0.0,37250,722,1782109158.7570078
TimePerSeqRollout,72.78995442390442,39231,722,1782109230.8212383
Loss_critic_1,0.5503397583961487,39232,723,1782109230.8554025
Loss_critic_2,0.6224247217178345,39232,723,1782109230.8573422
q_targ,-8.24217700958252,39232,723,1782109230.85913
G_Loss_critic_1,0.7600516080856323,39232,723,1782109230.8723373
G_Loss_critic_2,0.7062274217605591,39232,723,1782109230.8751957
G_q_targ,-5.994714736938477,39232,723,1782109230.877384
critic_return_high_mean,0.0,39250,723,1782109231.537021
Loss_critic_1_high,1.9884193989128107e-06,39250,723,1782109231.5390325
Loss_critic_2_high,2.3196826077764854e-06,39250,723,1782109231.5406663
gradnorm_critic1_high,0.005958115682005882,39250,723,1782109231.5422912
gradnorm_critic2_high,0.006596274673938751,39250,723,1782109231.5441954
gradnorm_mean_critic1_high,0.0015139066381379962,39250,723,1782109231.5457184
gradnorm_mean_critic2_high,0.0016860387986525893,39250,723,1782109231.5472858
q_targ_high,0.0,39250,723,1782109231.5490189
TimePerSeqRollout,73.18586206436157,41231,723,1782109304.0107415
Loss_critic_1,0.4218026399612427,41232,724,1782109304.0466926
Loss_critic_2,0.4469185173511505,41232,724,1782109304.0494807
q_targ,-8.512214660644531,41232,724,1782109304.0517259
G_Loss_critic_1,0.5947234034538269,41232,724,1782109304.0676107
G_Loss_critic_2,0.5927726030349731,41232,724,1782109304.0706203
G_q_targ,-6.189488410949707,41232,724,1782109304.0730622
critic_return_high_mean,0.0,41250,724,1782109304.7493854
Loss_critic_1_high,1.8657588043424767e-06,41250,724,1782109304.7514808
Loss_critic_2_high,1.8292755612492329e-06,41250,724,1782109304.753785
gradnorm_critic1_high,0.006924437824636698,41250,724,1782109304.7554622
gradnorm_critic2_high,0.0034119414631277323,41250,724,1782109304.7575262
gradnorm_mean_critic1_high,0.001762260915711522,41250,724,1782109304.7593138
gradnorm_mean_critic2_high,0.000873581157065928,41250,724,1782109304.7608345
q_targ_high,0.0,41250,724,1782109304.7623482
TimePerSeqRollout,74.25139021873474,43231,724,1782109378.265104
Loss_critic_1,0.519180953502655,43232,725,1782109378.2959437
Loss_critic_2,0.44789886474609375,43232,725,1782109378.297783
q_targ,-8.738875389099121,43232,725,1782109378.29961
G_Loss_critic_1,0.653060793876648,43232,725,1782109378.319131
G_Loss_critic_2,0.5829401016235352,43232,725,1782109378.3214426
G_q_targ,-5.76899528503418,43232,725,1782109378.3235586
critic_return_high_mean,0.0,43250,725,1782109379.0034761
Loss_critic_1_high,1.959851715582772e-06,43250,725,1782109379.0064793
Loss_critic_2_high,1.3700034742214484e-06,43250,725,1782109379.0080256
gradnorm_critic1_high,0.007947689853608608,43250,725,1782109379.010308
gradnorm_critic2_high,0.005533839110285044,43250,725,1782109379.0121303
gradnorm_mean_critic1_high,0.002018153201788664,43250,725,1782109379.013826
gradnorm_mean_critic2_high,0.0014128145994618535,43250,725,1782109379.0154543
q_targ_high,0.0,43250,725,1782109379.0172017
TimePerSeqRollout,73.53305864334106,45231,725,1782109451.8023205
Loss_critic_1,0.5518458485603333,45232,726,1782109451.8327558
Loss_critic_2,0.5290896892547607,45232,726,1782109451.8351316
q_targ,-8.487295150756836,45232,726,1782109451.8369539
G_Loss_critic_1,0.5767265558242798,45232,726,1782109451.8562167
G_Loss_critic_2,0.5862436294555664,45232,726,1782109451.8589365
G_q_targ,-5.6854352951049805,45232,726,1782109451.861223
critic_return_high_mean,0.0,45250,726,1782109452.5355015
Loss_critic_1_high,1.2847635844082106e-06,45250,726,1782109452.5375292
Loss_critic_2_high,1.1200800145161338e-06,45250,726,1782109452.5395331
gradnorm_critic1_high,0.0018564631463959813,45250,726,1782109452.5413678
gradnorm_critic2_high,0.008063817396759987,45250,726,1782109452.543116
gradnorm_mean_critic1_high,0.0004711159854196012,45250,726,1782109452.5454085
gradnorm_mean_critic2_high,0.0020574331283569336,45250,726,1782109452.5471704
q_targ_high,0.0,45250,726,1782109452.5494246
TimePerSeqRollout,73.5423641204834,47231,726,1782109525.348848
Loss_critic_1,0.4592127203941345,47232,727,1782109525.3762665
Loss_critic_2,0.5244940519332886,47232,727,1782109525.3782687
q_targ,-8.431419372558594,47232,727,1782109525.3805327
G_Loss_critic_1,0.6731442213058472,47232,727,1782109525.3994443
G_Loss_critic_2,0.6549186110496521,47232,727,1782109525.4016259
G_q_targ,-6.083189487457275,47232,727,1782109525.4036982
critic_return_high_mean,0.0,47250,727,1782109526.0702724
Loss_critic_1_high,1.2959083051100606e-06,47250,727,1782109526.072485
Loss_critic_2_high,9.857366194410133e-07,47250,727,1782109526.0741973
gradnorm_critic1_high,0.008145186118781567,47250,727,1782109526.075823
gradnorm_critic2_high,0.01334558054804802,47250,727,1782109526.077735
gradnorm_mean_critic1_high,0.002072044415399432,47250,727,1782109526.079769
gradnorm_mean_critic2_high,0.0034035092685371637,47250,727,1782109526.0818617
q_targ_high,0.0,47250,727,1782109526.0836623
TimePerSeqRollout,73.87540984153748,49231,727,1782109599.2271233
Loss_critic_1,0.4415716826915741,49232,728,1782109599.260817
Loss_critic_2,0.4546504318714142,49232,728,1782109599.2635524
q_targ,-8.552684783935547,49232,728,1782109599.2658417
G_Loss_critic_1,0.6952155828475952,49232,728,1782109599.2819362
G_Loss_critic_2,0.6197038292884827,49232,728,1782109599.284501
G_q_targ,-5.958866119384766,49232,728,1782109599.2862842
critic_return_high_mean,0.0,49250,728,1782109599.9234684
Loss_critic_1_high,1.1243535027460894e-06,49250,728,1782109599.92582
Loss_critic_2_high,7.814506943759625e-07,49250,728,1782109599.9278443
gradnorm_critic1_high,0.00011101472045993432,49250,728,1782109599.929576
gradnorm_critic2_high,0.005877068731933832,49250,728,1782109599.9312487
gradnorm_mean_critic1_high,2.7876307285623625e-05,49250,728,1782109599.9328141
gradnorm_mean_critic2_high,0.0014993627555668354,49250,728,1782109599.9344053
q_targ_high,0.0,49250,728,1782109599.9362729
TimePerSeqRollout,72.92771673202515,51231,728,1782109672.158482
Loss_critic_1,0.4663323760032654,51232,729,1782109672.1908777
Loss_critic_2,0.47586727142333984,51232,729,1782109672.1940844
q_targ,-8.520803451538086,51232,729,1782109672.195659
G_Loss_critic_1,0.6015251874923706,51232,729,1782109672.21333
G_Loss_critic_2,0.5792033672332764,51232,729,1782109672.2159696
G_q_targ,-6.350863933563232,51232,729,1782109672.2176282
critic_return_high_mean,0.0,51250,729,1782109672.872996
Loss_critic_1_high,1.4280491313911625e-06,51250,729,1782109672.8751097
Loss_critic_2_high,6.194401862558152e-07,51250,729,1782109672.8768947
gradnorm_critic1_high,0.004086766857653856,51250,729,1782109672.8787465
gradnorm_critic2_high,0.003198763821274042,51250,729,1782109672.8806357
gradnorm_mean_critic1_high,0.0010384387569501996,51250,729,1782109672.8823836
gradnorm_mean_critic2_high,0.0008169870125129819,51250,729,1782109672.8834894
q_targ_high,0.0,51250,729,1782109672.8855393
TimePerSeqRollout,73.53341913223267,53231,729,1782109745.696341
Loss_critic_1,0.4522306025028229,53232,730,1782109745.7798939
Loss_critic_2,0.4363449811935425,53232,730,1782109745.7814798
q_targ,-9.059951782226562,53232,730,1782109745.7835052
G_Loss_critic_1,0.6327270865440369,53232,730,1782109745.803916
G_Loss_critic_2,0.6160640716552734,53232,730,1782109745.8063686
G_q_targ,-6.0117506980896,53232,730,1782109745.808045
critic_return_high_mean,0.0,53250,730,1782109746.4589217
Loss_critic_1_high,1.1057030633310205e-06,53250,730,1782109746.4614804
Loss_critic_2_high,1.3974611192679731e-06,53250,730,1782109746.4633641
gradnorm_critic1_high,0.0009489944204688072,53250,730,1782109746.4633641
