metric,value,total_timesteps,episode,wall_time
Loss_critic_1,0.6437160968780518,1,201,1782047033.8071606
Loss_critic_2,0.7020391821861267,1,201,1782047033.8100133
q_targ,-0.6443754434585571,1,201,1782047033.8133385
G_Loss_critic_1,0.5871656537055969,1,201,1782047034.8149061
G_Loss_critic_2,0.5302687287330627,1,201,1782047034.8190572
G_q_targ,-0.5638144016265869,1,201,1782047034.8238108
Loss_actor,0.24286292493343353,1,201,1782047034.8346536
Loss_action_l2,0.003529683221131563,1,201,1782047034.8398411
Loss_bc,300.98583984375,1,201,1782047034.8433893
q_pi,-0.2428276240825653,1,201,1782047034.8476353
TimePerSeqRollout,22.103200674057007,600,201,1782047055.6075327
Loss_critic_1,0.021200738847255707,601,202,1782047058.6329265
Loss_critic_2,0.020103950053453445,601,202,1782047058.6357458
q_targ,-0.8237646818161011,601,202,1782047058.6392646
G_Loss_critic_1,0.023608162999153137,601,202,1782047058.6619902
G_Loss_critic_2,0.02019204944372177,601,202,1782047058.664126
G_q_targ,-0.6787205934524536,601,202,1782047058.6665077
Loss_actor,0.8149222135543823,601,202,1782047058.674829
Loss_action_l2,0.9897372722625732,601,202,1782047058.6770017
Loss_bc,1184.363525390625,601,202,1782047058.6793957
q_pi,-0.8050248622894287,601,202,1782047058.6826448
TimePerSeqRollout,25.857576370239258,1200,202,1782047084.4621103
Loss_critic_1,0.017182834446430206,1201,203,1782047084.4956071
Loss_critic_2,0.018178127706050873,1201,203,1782047084.4984698
q_targ,-0.9918277859687805,1201,203,1782047084.5012488
G_Loss_critic_1,0.020637543871998787,1201,203,1782047084.522294
G_Loss_critic_2,0.0214943066239357,1201,203,1782047084.5259278
G_q_targ,-0.7364709973335266,1201,203,1782047084.5281866
Loss_actor,0.9793582558631897,1201,203,1782047084.535398
Loss_action_l2,0.9925802946090698,1201,203,1782047084.5384512
Loss_bc,1199.6143798828125,1201,203,1782047084.5409043
q_pi,-0.9694324135780334,1201,203,1782047084.5438807
TimePerSeqRollout,31.064661502838135,1800,203,1782047115.5298162
Loss_critic_1,0.014945076778531075,1801,204,1782047115.5713875
Loss_critic_2,0.016822993755340576,1801,204,1782047115.5745752
q_targ,-1.1360887289047241,1801,204,1782047115.5787392
G_Loss_critic_1,0.023358875885605812,1801,204,1782047115.6004612
G_Loss_critic_2,0.02094225212931633,1801,204,1782047115.608874
G_q_targ,-0.7675489187240601,1801,204,1782047115.6122143
Loss_actor,1.125256061553955,1801,204,1782047115.6210847
Loss_action_l2,0.8444992303848267,1801,204,1782047115.6241143
Loss_bc,1057.4228515625,1801,204,1782047115.627359
q_pi,-1.1168110370635986,1801,204,1782047115.630166
TimePerSeqRollout,29.03094458580017,2400,204,1782047144.5649288
Loss_critic_1,0.015732739120721817,2401,205,1782047144.5985253
Loss_critic_2,0.01657184213399887,2401,205,1782047144.6009157
q_targ,-1.2786771059036255,2401,205,1782047144.6034153
G_Loss_critic_1,0.024985987693071365,2401,205,1782047144.6236403
G_Loss_critic_2,0.0252765491604805,2401,205,1782047144.6266804
G_q_targ,-0.9130039215087891,2401,205,1782047144.6287239
Loss_actor,1.2220054864883423,2401,205,1782047144.636522
Loss_action_l2,0.9031712412834167,2401,205,1782047144.6388385
Loss_bc,1092.62353515625,2401,205,1782047144.6408203
q_pi,-1.2129738330841064,2401,205,1782047144.6426294
TimePerSeqRollout,24.344663381576538,3000,205,1782047168.9218552
Loss_critic_1,0.018459221348166466,3001,206,1782047168.9498863
Loss_critic_2,0.021586459130048752,3001,206,1782047168.952516
q_targ,-1.4244552850723267,3001,206,1782047168.9545448
G_Loss_critic_1,0.020600412040948868,3001,206,1782047168.9768493
G_Loss_critic_2,0.022166110575199127,3001,206,1782047168.9793508
G_q_targ,-0.9530681371688843,3001,206,1782047168.9813404
Loss_actor,1.3936048746109009,3001,206,1782047168.9841561
Loss_action_l2,0.9351414442062378,3001,206,1782047168.9909086
Loss_bc,1132.4869384765625,3001,206,1782047168.9929264
q_pi,-1.3842535018920898,3001,206,1782047168.9946852
TimePerSeqRollout,28.174665212631226,3600,206,1782047197.101522
Loss_critic_1,0.01775636523962021,3601,207,1782047198.4945693
Loss_critic_2,0.018407229334115982,3601,207,1782047198.4994724
q_targ,-1.6143779754638672,3601,207,1782047198.5023184
G_Loss_critic_1,0.03408750146627426,3601,207,1782047198.5289764
G_Loss_critic_2,0.033979374915361404,3601,207,1782047198.5314593
G_q_targ,-1.069978952407837,3601,207,1782047198.5333512
Loss_actor,1.5754345655441284,3601,207,1782047198.5400634
Loss_action_l2,0.9536150097846985,3601,207,1782047198.5441337
Loss_bc,1131.322021484375,3601,207,1782047198.5461507
q_pi,-1.5658985376358032,3601,207,1782047198.548335
TimePerSeqRollout,24.446614742279053,4200,207,1782047222.9123328
Loss_critic_1,0.03419584035873413,4201,208,1782047222.9468606
Loss_critic_2,0.03444383665919304,4201,208,1782047222.9492176
q_targ,-1.6863133907318115,4201,208,1782047222.9517555
G_Loss_critic_1,0.03380607068538666,4201,208,1782047222.969628
G_Loss_critic_2,0.03044334426522255,4201,208,1782047222.9731913
G_q_targ,-1.1469154357910156,4201,208,1782047222.975235
Loss_actor,1.692370891571045,4201,208,1782047222.9819624
Loss_action_l2,0.959152102470398,4201,208,1782047222.9837804
Loss_bc,1134.433837890625,4201,208,1782047222.9855282
q_pi,-1.6827794313430786,4201,208,1782047222.9872916
TimePerSeqRollout,24.195300579071045,4800,208,1782047247.1110973
Loss_critic_1,0.03545725718140602,4801,209,1782047247.1378334
Loss_critic_2,0.036098770797252655,4801,209,1782047247.1406348
q_targ,-1.7913367748260498,4801,209,1782047247.1429424
G_Loss_critic_1,0.033412426710128784,4801,209,1782047247.163581
G_Loss_critic_2,0.03908591344952583,4801,209,1782047247.1657798
G_q_targ,-1.2738709449768066,4801,209,1782047247.1681592
Loss_actor,1.7692457437515259,4801,209,1782047247.1742036
Loss_action_l2,0.9567192792892456,4801,209,1782047247.1772153
Loss_bc,1121.3248291015625,4801,209,1782047247.1791155
q_pi,-1.759678602218628,4801,209,1782047247.1811533
TimePerSeqRollout,24.230921983718872,5400,209,1782047271.345193
Loss_critic_1,0.02927711233496666,5401,210,1782047271.3735378
Loss_critic_2,0.02670961618423462,5401,210,1782047271.3781974
q_targ,-1.9654840230941772,5401,210,1782047271.3802142
G_Loss_critic_1,0.03835594654083252,5401,210,1782047271.4005349
G_Loss_critic_2,0.038070425391197205,5401,210,1782047271.4028006
G_q_targ,-1.4398013353347778,5401,210,1782047271.405969
Loss_actor,1.9249669313430786,5401,210,1782047271.4113414
Loss_action_l2,0.8996262550354004,5401,210,1782047271.413732
Loss_bc,1077.581787109375,5401,210,1782047271.416051
q_pi,-1.9159705638885498,5401,210,1782047271.4181378
TimePerSeqRollout,23.756144523620605,6000,210,1782047295.1083462
Loss_critic_1,0.038606494665145874,6001,211,1782047295.137376
Loss_critic_2,0.03856944665312767,6001,211,1782047295.1409733
q_targ,-2.015571117401123,6001,211,1782047295.1431353
G_Loss_critic_1,0.045056261122226715,6001,211,1782047295.1645586
G_Loss_critic_2,0.04540011286735535,6001,211,1782047295.1690054
G_q_targ,-1.5050785541534424,6001,211,1782047295.1709814
Loss_actor,1.986175775527954,6001,211,1782047295.1765606
Loss_action_l2,0.9190899729728699,6001,211,1782047295.1789012
Loss_bc,1099.37646484375,6001,211,1782047295.1810462
q_pi,-1.976984977722168,6001,211,1782047295.1829093
TimePerSeqRollout,24.073665857315063,6600,211,1782047319.1846766
Loss_critic_1,0.05387602001428604,6601,212,1782047320.8819106
Loss_critic_2,0.056172169744968414,6601,212,1782047320.8865976
q_targ,-2.1324753761291504,6601,212,1782047320.8885758
G_Loss_critic_1,0.04772789776325226,6601,212,1782047320.9091148
G_Loss_critic_2,0.045145146548748016,6601,212,1782047320.9130182
G_q_targ,-1.654721975326538,6601,212,1782047320.9153552
Loss_actor,2.0413413047790527,6601,212,1782047320.9218304
Loss_action_l2,0.8917821645736694,6601,212,1782047320.924533
Loss_bc,1093.98486328125,6601,212,1782047320.927042
q_pi,-2.032423496246338,6601,212,1782047320.9289262
TimePerSeqRollout,24.38089680671692,7200,212,1782047345.2373986
Loss_critic_1,0.05484066158533096,7201,213,1782047345.2641146
Loss_critic_2,0.055005740374326706,7201,213,1782047345.2720065
q_targ,-2.3668057918548584,7201,213,1782047345.2738583
G_Loss_critic_1,0.05020441487431526,7201,213,1782047345.2923276
G_Loss_critic_2,0.046779531985521317,7201,213,1782047345.2967138
G_q_targ,-1.6762521266937256,7201,213,1782047345.299514
Loss_actor,2.2973814010620117,7201,213,1782047345.305554
Loss_action_l2,0.9182500839233398,7201,213,1782047345.3082502
Loss_bc,1135.022216796875,7201,213,1782047345.3104963
q_pi,-2.288198947906494,7201,213,1782047345.3120239
TimePerSeqRollout,24.20961904525757,7800,213,1782047369.4494655
Loss_critic_1,0.050746046006679535,7801,214,1782047369.4945123
Loss_critic_2,0.05700874328613281,7801,214,1782047369.4983468
q_targ,-2.4341979026794434,7801,214,1782047369.500659
G_Loss_critic_1,0.060851261019706726,7801,214,1782047369.521479
G_Loss_critic_2,0.05327938497066498,7801,214,1782047369.5253427
G_q_targ,-1.7868616580963135,7801,214,1782047369.527535
Loss_actor,2.3020708560943604,7801,214,1782047369.533877
Loss_action_l2,0.8873624801635742,7801,214,1782047369.5367434
Loss_bc,1087.355224609375,7801,214,1782047369.5387702
q_pi,-2.2931971549987793,7801,214,1782047369.5407882
TimePerSeqRollout,23.92714238166809,8400,214,1782047393.386938
Loss_critic_1,0.05581197887659073,8401,215,1782047393.4244776
Loss_critic_2,0.054109204560518265,8401,215,1782047393.4268034
q_targ,-2.4968771934509277,8401,215,1782047393.4286573
G_Loss_critic_1,0.0673697367310524,8401,215,1782047393.4524977
G_Loss_critic_2,0.07209601253271103,8401,215,1782047393.455515
G_q_targ,-2.024263858795166,8401,215,1782047393.4574146
Loss_actor,2.405054807662964,8401,215,1782047393.4645417
Loss_action_l2,0.897132158279419,8401,215,1782047393.466911
Loss_bc,1125.0516357421875,8401,215,1782047393.4690464
q_pi,-2.3960835933685303,8401,215,1782047393.4709015
TimePerSeqRollout,24.520231246948242,9000,215,1782047417.9098396
TimePerSeqRolloutTotal,389.2135343551636,9000,215,1782047417.9154193
TrainLowReward,-0.1339285671710968,9000,215,1782047417.9185889
TrainHighRewardMax,0.0,9000,215,1782047417.9215543
TrainGoalDist,2.0152740865387586,9000,215,1782047417.9245214
Coverage,0.10588235294117647,9000,215,1782047417.9275866
Exploration,0.0,9000,215,1782047417.9306827
Epsilon,0.995,9000,215,1782047417.9340007
Train_Success_Rate,0.0,9000,215,1782047417.9370916
env_steps,9000.0,9000,215,1782047417.9401002
episode,3.0,9000,215,1782047417.9428923
low_opt_steps,9000.0,9000,215,1782047417.945912
high_opt_steps,0.0,9000,215,1782047417.9488952
low_replay_fill_ratio,0.051608257321171386,9000,215,1782047417.9520972
high_replay_fill_ratio0,0.02881844380403458,9000,215,1782047417.9556317
high_replay_fill_ratio1,0.0,9000,215,1782047417.9587202
exploration_number,14.0,9000,215,1782047417.9619336
TestEvn_Dist,16.41640162838457,9000,215,1782047446.4877872
success_timestep,600.0,9000,215,1782047446.490818
Test_Success_Rate,0.0,9000,215,1782047446.4955914
Exp_Success_Rate,0.0,9000,215,1782047446.4979155
Loss_critic_1,0.05953456833958626,9001,216,1782047446.5287197
Loss_critic_2,0.05800660327076912,9001,216,1782047446.5302727
q_targ,-2.602297782897949,9001,216,1782047446.5319111
G_Loss_critic_1,0.08268599957227707,9001,216,1782047446.5509167
G_Loss_critic_2,0.08425343036651611,9001,216,1782047446.5526779
G_q_targ,-1.937668800354004,9001,216,1782047446.554208
Loss_actor,2.469508171081543,9001,216,1782047446.5591114
Loss_action_l2,0.8956483602523804,9001,216,1782047446.5616567
Loss_bc,1115.7874755859375,9001,216,1782047446.563579
q_pi,-2.4605517387390137,9001,216,1782047446.5656073
critic_return_high_mean,0.0,9050,216,1782047448.3342547
Loss_critic_1_high,0.05890030041337013,9050,216,1782047448.3377323
Loss_critic_2_high,0.11309932917356491,9050,216,1782047448.3405294
gradnorm_critic1_high,3.2712855339050293,9050,216,1782047448.343072
gradnorm_critic2_high,5.717501640319824,9050,216,1782047448.3456767
gradnorm_mean_critic1_high,0.1356944441795349,9050,216,1782047448.348232
gradnorm_mean_critic2_high,0.13606005907058716,9050,216,1782047448.3512235
q_targ_high,-0.007199913263320923,9050,216,1782047448.3550267
actor_return_high_mean,0.0,9050,216,1782047448.3689897
Loss_actor_high,0.22224712371826172,9050,216,1782047448.3727884
gradnorm_actor_high,0.11354776471853256,9050,216,1782047448.3752
gradnorm_mean_actor_high,0.030761338770389557,9050,216,1782047448.3788111
q_pi_high,-0.22224712371826172,9050,216,1782047448.3825433
TimePerSeqRollout,21.418819665908813,9600,216,1782047467.920602
Loss_critic_1,0.07025569677352905,9601,217,1782047467.9485173
Loss_critic_2,0.07149629294872284,9601,217,1782047467.9514592
q_targ,-2.814199686050415,9601,217,1782047467.953615
G_Loss_critic_1,0.1026546061038971,9601,217,1782047467.975355
G_Loss_critic_2,0.11234777420759201,9601,217,1782047467.9781108
G_q_targ,-2.0203747749328613,9601,217,1782047467.9801931
Loss_actor,2.658379316329956,9601,217,1782047467.9858153
Loss_action_l2,0.8896936178207397,9601,217,1782047467.9883418
Loss_bc,1099.5443115234375,9601,217,1782047467.9907374
q_pi,-2.6494827270507812,9601,217,1782047467.9931345
critic_return_high_mean,0.0,9650,217,1782047470.0369647
Loss_critic_1_high,0.0038966010324656963,9650,217,1782047470.0394711
Loss_critic_2_high,0.00486014224588871,9650,217,1782047470.040789
gradnorm_critic1_high,0.8413864970207214,9650,217,1782047470.0434358
gradnorm_critic2_high,0.7905819416046143,9650,217,1782047470.0452816
gradnorm_mean_critic1_high,0.13543061912059784,9650,217,1782047470.0470638
gradnorm_mean_critic2_high,0.13625985383987427,9650,217,1782047470.048903
q_targ_high,-0.007492748089134693,9650,217,1782047470.0507941
actor_return_high_mean,0.0,9650,217,1782047470.0634701
Loss_actor_high,-0.020497091114521027,9650,217,1782047470.0662863
gradnorm_actor_high,0.1016734316945076,9650,217,1782047470.0680106
gradnorm_mean_actor_high,0.0275482889264822,9650,217,1782047470.0706253
q_pi_high,0.020497091114521027,9650,217,1782047470.0733957
TimePerSeqRollout,23.508678197860718,10200,217,1782047491.4332545
Loss_critic_1,0.07318343222141266,10201,218,1782047491.4588058
Loss_critic_2,0.06710423529148102,10201,218,1782047491.4613798
q_targ,-2.8650832176208496,10201,218,1782047491.4641507
G_Loss_critic_1,0.0900547206401825,10201,218,1782047491.4833186
G_Loss_critic_2,0.07686387747526169,10201,218,1782047491.4856963
G_q_targ,-2.090315580368042,10201,218,1782047491.4877315
Loss_actor,2.6493546962738037,10201,218,1782047491.4935787
Loss_action_l2,0.8677719235420227,10201,218,1782047491.4962325
Loss_bc,1088.9107666015625,10201,218,1782047491.49807
q_pi,-2.640676975250244,10201,218,1782047491.5000443
critic_return_high_mean,0.0,10250,218,1782047493.3270957
Loss_critic_1_high,0.0009224201203323901,10250,218,1782047493.3291287
Loss_critic_2_high,0.002059697872027755,10250,218,1782047493.3311865
gradnorm_critic1_high,0.1270454227924347,10250,218,1782047493.3332334
gradnorm_critic2_high,0.4721144139766693,10250,218,1782047493.3350005
gradnorm_mean_critic1_high,0.034421853721141815,10250,218,1782047493.3367343
gradnorm_mean_critic2_high,0.128798246383667,10250,218,1782047493.338704
q_targ_high,-0.006801298353821039,10250,218,1782047493.3404884
actor_return_high_mean,0.0,10250,218,1782047493.352305
Loss_actor_high,-0.0020581353455781937,10250,218,1782047493.3554096
gradnorm_actor_high,0.07911040633916855,10250,218,1782047493.3574896
gradnorm_mean_actor_high,0.021423637866973877,10250,218,1782047493.3593092
q_pi_high,0.0020581353455781937,10250,218,1782047493.3613467
TimePerSeqRollout,22.570207357406616,10800,218,1782047514.007126
Loss_critic_1,0.09145645052194595,10801,219,1782047514.0328298
Loss_critic_2,0.08390466868877411,10801,219,1782047514.0348196
q_targ,-3.0601751804351807,10801,219,1782047514.036942
G_Loss_critic_1,0.09770374000072479,10801,219,1782047514.0543034
G_Loss_critic_2,0.10335386544466019,10801,219,1782047514.0561738
G_q_targ,-2.1590518951416016,10801,219,1782047514.058149
Loss_actor,2.8816678524017334,10801,219,1782047514.0649302
Loss_action_l2,0.8436339497566223,10801,219,1782047514.0672343
Loss_bc,1061.1624755859375,10801,219,1782047514.0692043
q_pi,-2.8732314109802246,10801,219,1782047514.0709312
critic_return_high_mean,0.0,10850,219,1782047515.9339757
Loss_critic_1_high,0.0008912424091249704,10850,219,1782047515.9367023
Loss_critic_2_high,0.0010110390139743686,10850,219,1782047515.9388063
gradnorm_critic1_high,0.1692539006471634,10850,219,1782047515.9405417
gradnorm_critic2_high,0.19374053180217743,10850,219,1782047515.9423819
gradnorm_mean_critic1_high,0.04579152911901474,10850,219,1782047515.944557
gradnorm_mean_critic2_high,0.052756842225790024,10850,219,1782047515.94615
q_targ_high,-0.006875036284327507,10850,219,1782047515.9482265
actor_return_high_mean,0.0,10850,219,1782047515.9590862
Loss_actor_high,0.017368100583553314,10850,219,1782047515.9618292
gradnorm_actor_high,0.04105541482567787,10850,219,1782047515.9641051
gradnorm_mean_actor_high,0.011098973453044891,10850,219,1782047515.9661334
q_pi_high,-0.017368100583553314,10850,219,1782047515.9686487
TimePerSeqRollout,22.823726415634155,11400,219,1782047536.8344648
Loss_critic_1,0.0674496740102768,11401,220,1782047536.8565028
Loss_critic_2,0.07810536026954651,11401,220,1782047536.8592982
q_targ,-3.096637010574341,11401,220,1782047536.8613167
G_Loss_critic_1,0.09060678631067276,11401,220,1782047536.8788018
G_Loss_critic_2,0.08991384506225586,11401,220,1782047536.8808558
G_q_targ,-2.235643148422241,11401,220,1782047536.88309
Loss_actor,2.8874547481536865,11401,220,1782047536.8885093
Loss_action_l2,0.8351414203643799,11401,220,1782047536.890971
Loss_bc,1036.6522216796875,11401,220,1782047536.8926005
q_pi,-2.879103183746338,11401,220,1782047536.8945053
critic_return_high_mean,0.0,11450,220,1782047538.6670587
Loss_critic_1_high,0.0006695406627841294,11450,220,1782047538.669115
Loss_critic_2_high,0.0006312265177257359,11450,220,1782047538.6717734
gradnorm_critic1_high,0.12036062031984329,11450,220,1782047538.6739526
gradnorm_critic2_high,0.013586640357971191,11450,220,1782047538.6754804
gradnorm_mean_critic1_high,0.03254500404000282,11450,220,1782047538.6772728
gradnorm_mean_critic2_high,0.003740171901881695,11450,220,1782047538.6789255
q_targ_high,-0.005644066259264946,11450,220,1782047538.680511
actor_return_high_mean,0.0,11450,220,1782047538.6931
Loss_actor_high,0.01537906751036644,11450,220,1782047538.695684
gradnorm_actor_high,0.018964087590575218,11450,220,1782047538.697807
gradnorm_mean_actor_high,0.005129287950694561,11450,220,1782047538.7003882
q_pi_high,-0.01537906751036644,11450,220,1782047538.7029586
TimePerSeqRollout,22.99341058731079,12000,220,1782047559.8303497
Loss_critic_1,0.07827980071306229,12001,221,1782047559.8575199
Loss_critic_2,0.08169980347156525,12001,221,1782047559.8600187
q_targ,-3.1265997886657715,12001,221,1782047559.8615477
G_Loss_critic_1,0.10443064570426941,12001,221,1782047559.8838024
G_Loss_critic_2,0.11791563034057617,12001,221,1782047559.8863845
G_q_targ,-2.29524827003479,12001,221,1782047559.8889556
Loss_actor,2.8597872257232666,12001,221,1782047559.8957627
Loss_action_l2,0.8291082382202148,12001,221,1782047559.8984718
Loss_bc,1034.892578125,12001,221,1782047559.9006393
q_pi,-2.8514962196350098,12001,221,1782047559.9025357
critic_return_high_mean,0.0,12050,221,1782047561.8103538
Loss_critic_1_high,0.00040078500751405954,12050,221,1782047561.8127303
Loss_critic_2_high,0.0004174085916019976,12050,221,1782047561.815066
gradnorm_critic1_high,0.06361699849367142,12050,221,1782047561.817066
gradnorm_critic2_high,0.043177854269742966,12050,221,1782047561.8191245
gradnorm_mean_critic1_high,0.017228610813617706,12050,221,1782047561.8211968
gradnorm_mean_critic2_high,0.011790966615080833,12050,221,1782047561.8232603
q_targ_high,-0.003651129547506571,12050,221,1782047561.8257022
actor_return_high_mean,0.0,12050,221,1782047561.8381443
Loss_actor_high,0.009241541847586632,12050,221,1782047561.840721
gradnorm_actor_high,0.0016994716133922338,12050,221,1782047561.8429244
gradnorm_mean_actor_high,0.00046113025746308267,12050,221,1782047561.8455043
q_pi_high,-0.009241541847586632,12050,221,1782047561.8486116
TimePerSeqRollout,23.32122230529785,12600,221,1782047583.1544037
Loss_critic_1,0.09906884282827377,12601,222,1782047583.1790478
Loss_critic_2,0.10894431173801422,12601,222,1782047583.1810362
q_targ,-3.195242404937744,12601,222,1782047583.1828997
G_Loss_critic_1,0.11415953189134598,12601,222,1782047583.204391
G_Loss_critic_2,0.11565172672271729,12601,222,1782047583.2074711
G_q_targ,-2.3055899143218994,12601,222,1782047583.2095108
Loss_actor,2.907331705093384,12601,222,1782047583.2170138
Loss_action_l2,0.828605592250824,12601,222,1782047583.2197216
Loss_bc,1050.682861328125,12601,222,1782047583.222206
q_pi,-2.899045705795288,12601,222,1782047583.2245128
critic_return_high_mean,0.0,12650,222,1782047585.0513873
Loss_critic_1_high,0.0004262713482603431,12650,222,1782047585.054226
Loss_critic_2_high,0.0004665773012675345,12650,222,1782047585.056523
gradnorm_critic1_high,0.005749450530856848,12650,222,1782047585.0583951
gradnorm_critic2_high,0.0315079540014267,12650,222,1782047585.060512
gradnorm_mean_critic1_high,0.0016037591267377138,12650,222,1782047585.0620906
gradnorm_mean_critic2_high,0.008581183850765228,12650,222,1782047585.0639746
q_targ_high,-0.004272181540727615,12650,222,1782047585.065504
actor_return_high_mean,0.0,12650,222,1782047585.0760884
Loss_actor_high,0.005046803504228592,12650,222,1782047585.0782957
gradnorm_actor_high,0.006822364870458841,12650,222,1782047585.0799956
gradnorm_mean_actor_high,0.0018463233718648553,12650,222,1782047585.0818
q_pi_high,-0.005046803504228592,12650,222,1782047585.0834074
TimePerSeqRollout,22.871633291244507,13200,222,1782047606.0306404
Loss_critic_1,0.09521937370300293,13201,223,1782047606.061814
Loss_critic_2,0.09212684631347656,13201,223,1782047606.0649436
q_targ,-3.1219308376312256,13201,223,1782047606.0672128
G_Loss_critic_1,0.09539158642292023,13201,223,1782047606.0850186
G_Loss_critic_2,0.09200419485569,13201,223,1782047606.088475
G_q_targ,-2.308485984802246,13201,223,1782047606.0907404
Loss_actor,2.86879301071167,13201,223,1782047606.0979397
Loss_action_l2,0.8269418478012085,13201,223,1782047606.1011097
Loss_bc,1024.59228515625,13201,223,1782047606.103306
q_pi,-2.8605239391326904,13201,223,1782047606.1049478
critic_return_high_mean,0.0,13250,223,1782047607.968411
Loss_critic_1_high,0.0004621463012881577,13250,223,1782047607.971178
Loss_critic_2_high,0.0005004902486689389,13250,223,1782047607.9732487
gradnorm_critic1_high,0.006162931676954031,13250,223,1782047607.9750075
gradnorm_critic2_high,0.02226785197854042,13250,223,1782047607.9771526
gradnorm_mean_critic1_high,0.0016867222730070353,13250,223,1782047607.9792433
gradnorm_mean_critic2_high,0.006061271298676729,13250,223,1782047607.9814353
q_targ_high,-0.004780089482665062,13250,223,1782047607.9835057
actor_return_high_mean,0.0,13250,223,1782047607.995332
Loss_actor_high,0.0034803191665560007,13250,223,1782047607.9982002
gradnorm_actor_high,0.01772964932024479,13250,223,1782047608.0004141
gradnorm_mean_actor_high,0.004801515024155378,13250,223,1782047608.001969
q_pi_high,-0.0034803191665560007,13250,223,1782047608.0050373
TimePerSeqRollout,23.67181944847107,13800,223,1782047629.7073789
Loss_critic_1,0.08561588078737259,13801,224,1782047629.7297103
Loss_critic_2,0.08020594716072083,13801,224,1782047629.7315814
q_targ,-3.2982635498046875,13801,224,1782047629.733389
G_Loss_critic_1,0.1064043939113617,13801,224,1782047629.7541358
G_Loss_critic_2,0.1124095767736435,13801,224,1782047629.756194
G_q_targ,-2.5060291290283203,13801,224,1782047629.7581475
Loss_actor,3.0476324558258057,13801,224,1782047629.766153
Loss_action_l2,0.8247796297073364,13801,224,1782047629.7689366
Loss_bc,1052.497802734375,13801,224,1782047629.7708724
q_pi,-3.039384603500366,13801,224,1782047629.772524
critic_return_high_mean,0.0,13850,224,1782047631.6280017
Loss_critic_1_high,0.00047141467803157866,13850,224,1782047631.630494
Loss_critic_2_high,0.0005167755298316479,13850,224,1782047631.632617
gradnorm_critic1_high,0.008413571864366531,13850,224,1782047631.6351376
gradnorm_critic2_high,0.014527580700814724,13850,224,1782047631.6373167
gradnorm_mean_critic1_high,0.002297269878908992,13850,224,1782047631.6392946
gradnorm_mean_critic2_high,0.003967790398746729,13850,224,1782047631.64136
q_targ_high,-0.005071324296295643,13850,224,1782047631.6432931
actor_return_high_mean,0.0,13850,224,1782047631.657216
Loss_actor_high,0.0023749880492687225,13850,224,1782047631.6600106
gradnorm_actor_high,0.025246024131774902,13850,224,1782047631.6620328
gradnorm_mean_actor_high,0.006839123088866472,13850,224,1782047631.6637883
q_pi_high,-0.0023749880492687225,13850,224,1782047631.666393
TimePerSeqRollout,23.284252882003784,14400,224,1782047652.994622
Loss_critic_1,0.11487282067537308,14401,225,1782047653.0173376
Loss_critic_2,0.11551728844642639,14401,225,1782047653.0200095
q_targ,-3.459428071975708,14401,225,1782047653.0214632
G_Loss_critic_1,0.09948363900184631,14401,225,1782047653.035276
G_Loss_critic_2,0.09392936527729034,14401,225,1782047653.0377624
G_q_targ,-2.4721641540527344,14401,225,1782047653.0394204
Loss_actor,3.1761624813079834,14401,225,1782047653.045633
Loss_action_l2,0.8254414796829224,14401,225,1782047653.0483148
Loss_bc,1042.03076171875,14401,225,1782047653.0499985
q_pi,-3.167908191680908,14401,225,1782047653.0516975
critic_return_high_mean,0.0,14450,225,1782047655.0464988
Loss_critic_1_high,0.0004806079377885908,14450,225,1782047655.0489702
Loss_critic_2_high,0.0005227042129263282,14450,225,1782047655.05095
gradnorm_critic1_high,0.008044599555432796,14450,225,1782047655.0533953
gradnorm_critic2_high,0.007881672121584415,14450,225,1782047655.0556612
gradnorm_mean_critic1_high,0.002205879893153906,14450,225,1782047655.0579126
gradnorm_mean_critic2_high,0.0021434063091874123,14450,225,1782047655.0599957
q_targ_high,-0.005358656402677298,14450,225,1782047655.0625367
actor_return_high_mean,0.0,14450,225,1782047655.0735362
Loss_actor_high,0.0020901462994515896,14450,225,1782047655.0765767
gradnorm_actor_high,0.031236575916409492,14450,225,1782047655.078733
gradnorm_mean_actor_high,0.008463598787784576,14450,225,1782047655.0804608
q_pi_high,-0.0020901462994515896,14450,225,1782047655.0821538
TimePerSeqRollout,24.029911518096924,15000,225,1782047677.0270097
Loss_critic_1,0.11224164813756943,15001,226,1782047677.051689
Loss_critic_2,0.11026255041360855,15001,226,1782047677.054387
q_targ,-3.579542636871338,15001,226,1782047677.056503
G_Loss_critic_1,0.11510506272315979,15001,226,1782047677.076219
G_Loss_critic_2,0.12353527545928955,15001,226,1782047677.079104
G_q_targ,-2.5076777935028076,15001,226,1782047677.0808148
Loss_actor,3.3100838661193848,15001,226,1782047677.0878677
Loss_action_l2,0.8345070481300354,15001,226,1782047677.0905685
Loss_bc,1049.50048828125,15001,226,1782047677.092412
q_pi,-3.301738977432251,15001,226,1782047677.0947773
critic_return_high_mean,0.0,15050,226,1782047678.9132416
Loss_critic_1_high,0.00029369379626587033,15050,226,1782047678.9158487
Loss_critic_2_high,0.0003185633977409452,15050,226,1782047678.9179652
gradnorm_critic1_high,0.016214603558182716,15050,226,1782047678.9198139
gradnorm_critic2_high,0.014387968927621841,15050,226,1782047678.9216642
gradnorm_mean_critic1_high,0.004404095932841301,15050,226,1782047678.9235632
