t,agent_x,agent_y,goal_x,goal_y,subgoal_x,subgoal_y,waypoint_x,waypoint_y,new_high_command
0,0.04386775344421509,0.07146006669024615,0.0,16.0,2.4665346145629883,14.413276672363281,1.0,1.0,1
1,0.044888161888869384,0.03382754776495635,0.0,16.0,2.4665346145629883,14.413276672363281,1.0,1.0,0
2,0.036414925554764485,-0.020579300403432317,0.0,16.0,2.4665346145629883,14.413276672363281,1.0,1.0,0
3,0.02602663454907233,-0.022895134477186312,0.0,16.0,2.4665346145629883,14.413276672363281,1.0,1.0,0
4,0.059483986413981435,0.09648955536786322,0.0,16.0,2.4665346145629883,14.413276672363281,1.0,1.0,0
5,0.09841708224961435,0.2863090856937755,0.0,16.0,2.4665346145629883,14.413276672363281,1.0,1.0,0
6,0.1519049744208144,0.48051339818586347,0.0,16.0,2.4665346145629883,14.413276672363281,1.0,1.0,0
7,0.2634502069027736,0.6130338162146621,0.0,16.0,2.4665346145629883,14.413276672363281,1.0,1.0,0
8,0.3614487629827657,0.7193204223924902,0.0,16.0,2.4665346145629883,14.413276672363281,1.0,1.0,0
9,0.4354830587188663,0.8185310954876264,0.0,16.0,2.4665346145629883,14.413276672363281,1.0,1.0,0
10,0.5117850176941595,0.882854085412904,0.0,16.0,2.4665346145629883,14.413276672363281,1.0,1.0,0
11,0.5566253066159921,0.9274506156695389,0.0,16.0,2.4665346145629883,14.413276672363281,3.0,1.0,0
12,0.6071311684741029,0.9570206725133801,0.0,16.0,2.4665346145629883,14.413276672363281,3.0,1.0,0
13,0.6909711479890078,1.028043878888355,0.0,16.0,2.4665346145629883,14.413276672363281,3.0,1.0,0
14,0.7613308936480362,1.0992267914180534,0.0,16.0,2.4665346145629883,14.413276672363281,3.0,1.0,0
15,0.8198791695396335,1.125338590057632,0.0,16.0,2.4665346145629883,14.413276672363281,3.0,1.0,0
16,0.9195529654359321,1.1335527447065052,0.0,16.0,2.4665346145629883,14.413276672363281,3.0,1.0,0
17,1.166438717723008,1.0646082786627689,0.0,16.0,2.4665346145629883,14.413276672363281,3.0,1.0,0
18,1.4205667337165573,1.006116870069674,0.0,16.0,2.4665346145629883,14.413276672363281,3.0,1.0,0
19,1.6591887326727235,0.9665998013888983,0.0,16.0,2.4665346145629883,14.413276672363281,3.0,1.0,0
20,1.8669622717234002,0.950945640740619,0.0,16.0,2.4665346145629883,14.413276672363281,3.0,1.0,0
21,2.0335910495769913,1.0021365656898213,0.0,16.0,2.4665346145629883,14.413276672363281,3.0,1.0,0
22,2.2379696148797983,1.0463922219049437,0.0,16.0,2.4665346145629883,14.413276672363281,3.0,1.0,0
23,2.4407736125180146,1.0847578368256223,0.0,16.0,2.4665346145629883,14.413276672363281,3.0,1.0,0
24,2.5283669145595296,1.146241886324423,0.0,16.0,2.4665346145629883,14.413276672363281,5.0,1.0,0
25,2.592092283970328,1.1640543477586858,0.0,16.0,2.4665346145629883,14.413276672363281,5.0,1.0,0
26,2.6325608822213296,1.1845608659313827,0.0,16.0,2.4665346145629883,14.413276672363281,5.0,1.0,0
27,2.660131512002549,1.2530047141324618,0.0,16.0,2.4665346145629883,14.413276672363281,5.0,1.0,0
28,2.6807551800593354,1.3062063910757307,0.0,16.0,2.4665346145629883,14.413276672363281,5.0,1.0,0
29,2.708579079866269,1.3284497144800673,0.0,16.0,2.4665346145629883,14.413276672363281,5.0,1.0,0
30,2.7906905038692122,1.3607559863981897,0.0,16.0,2.4665346145629883,14.413276672363281,5.0,1.0,0
31,2.9660082658868685,1.4251405430167694,0.0,16.0,2.4665346145629883,14.413276672363281,5.0,1.0,0
32,3.174463782530236,1.4224965836392214,0.0,16.0,2.4665346145629883,14.413276672363281,5.0,1.0,0
33,3.380821778889529,1.4314684713797796,0.0,16.0,2.4665346145629883,14.413276672363281,5.0,1.0,0
34,3.558576738672548,1.452282620908102,0.0,16.0,2.4665346145629883,14.413276672363281,5.0,1.0,0
35,3.7103722881679992,1.4711975282689835,0.0,16.0,2.4665346145629883,14.413276672363281,5.0,1.0,0
36,3.882830776380287,1.4430015180086597,0.0,16.0,2.4665346145629883,14.413276672363281,5.0,1.0,0
37,4.0774865452060345,1.305706413332296,0.0,16.0,2.4665346145629883,14.413276672363281,5.0,1.0,0
38,4.323264839395374,1.1959205580666086,0.0,16.0,2.4665346145629883,14.413276672363281,5.0,1.0,0
39,4.633640280514548,1.141447818887236,0.0,16.0,2.4665346145629883,14.413276672363281,7.0,1.0,0
40,4.87230636215392,1.0845032237790424,0.0,16.0,2.4665346145629883,14.413276672363281,7.0,1.0,0
41,5.062103598419326,1.029118361193843,0.0,16.0,2.4665346145629883,14.413276672363281,7.0,1.0,0
42,5.1980073959563375,0.9929828025521217,0.0,16.0,2.4665346145629883,14.413276672363281,7.0,1.0,0
43,5.314502278737991,0.9280152613747221,0.0,16.0,2.4665346145629883,14.413276672363281,7.0,1.0,0
44,5.444889659623432,0.8811025430831795,0.0,16.0,2.4665346145629883,14.413276672363281,7.0,1.0,0
45,5.647507597866422,0.9356190502630737,0.0,16.0,2.4665346145629883,14.413276672363281,7.0,1.0,0
46,5.890930221591493,0.9888057845858715,0.0,16.0,2.4665346145629883,14.413276672363281,7.0,1.0,0
47,6.098295875628759,1.0325046354911986,0.0,16.0,2.4665346145629883,14.413276672363281,7.0,1.0,0
48,6.2874134180741885,1.067778681460304,0.0,16.0,2.4665346145629883,14.413276672363281,7.0,1.0,0
49,6.445084182927952,1.0826770427380041,0.0,16.0,2.4665346145629883,14.413276672363281,7.0,1.0,0
50,6.572375577376671,1.0735560005761118,0.0,16.0,2.4665346145629883,14.413276672363281,9.0,1.0,0
51,6.733011758428037,0.9850707549057623,0.0,16.0,2.4665346145629883,14.413276672363281,9.0,1.0,0
52,6.918825586192723,0.9084297911076784,0.0,16.0,2.4665346145629883,14.413276672363281,9.0,1.0,0
53,7.110011095928076,0.841886702891003,0.0,16.0,2.4665346145629883,14.413276672363281,9.0,1.0,0
54,7.279997312756187,0.77588809345168,0.0,16.0,2.4665346145629883,14.413276672363281,9.0,1.0,0
55,7.425038747991288,0.7009850871248156,0.0,16.0,2.4665346145629883,14.413276672363281,9.0,1.0,0
56,7.587022021771645,0.6421547512524319,0.0,16.0,2.4665346145629883,14.413276672363281,9.0,1.0,0
57,7.756626081600043,0.6482921680332389,0.0,16.0,2.4665346145629883,14.413276672363281,9.0,1.0,0
58,7.912915335543761,0.7177850393297408,0.0,16.0,2.4665346145629883,14.413276672363281,9.0,1.0,0
